2605 24944
1800 entertain 1
1801 freely 1
1802 relaxed 1
1803 happy 1
1804 letting 3
1805 crash 1
1806 entertaining 3
1807 traces 1
1808 removing 2
1809 dare 3
1810 sixteen 1
1811 bravely 1
1812 cook 1
1813 helped 2
1814 unless 2
1815 choose 1
1816 approached 1
1817 express 1
1818 joy 1
1819 folds 1
1820 thrown 3
1821 refrained 1
1822 spying 1
1823 pair 1
1824 feeble 1
1825 heaving 1
1826 heaviest 2
1827 warnings 2
1828 lasted 1
1829 labouring 1
1830 minutes 2
1831 saddened 1
1832 heart 1
1833 abandoned 2
1834 whose 1
1835 whereabouts 1
1836 tone 1
1837 added 1
1838 wo 1
1839 cope 1
1840 comes 1
1841 he'll 1
1842 unchanged 1
1843 communication 1
1844 monotonous 1
1845 months 2
1846 emptied 1
1847 transform 1
1848 cave 1
1849 inherited 1
1850 unimpeded 1
1851 shaken 1
1852 influence 1
1853 mindlessly 1
1854 loss 1
1855 advantage 1
1856 agree 1
1857 spokesman 1
1858 concerned 1
1859 meant 6
1860 advice 1
1861 sufficient 1
1862 insist 3
1863 all-important 1
1864 childish 1
1865 perversity 1
1866 whereas 1
1867 age 2
1868 enthusiastic 1
1869 tempted 1
1870 dominated 1
1871 refused 2
1872 dissuade 2
1873 writing 5
1874 groaning 1
1875 poked 2
1876 considerate 2
1877 pulling 1
1878 inch 1
1879 startlement 1
1880 prevent 1
1881 attract 1
1882 assure 1
1883 unusual 1
1884 admit 3
1885 fro 2
1886 calls 1
1887 scraping 1
1888 assailed 1
1889 emptying 1
1890 dear 1
1891 containing 1
1892 tools 1
1893 worn 2
1894 homework 1
1895 trainee 1
1896 high 4
1897 school 2
1898 infant 1
1899 -- 1
1900 stepped 4
1901 catching 1
1902 sallied 1
1903 changed 3
1904 denuded 1
1905 copious 1
1906 glass 2
1907 firmly 1
1908 watch 2
1909 shall 2
1910 met 1
1911 albeit 1
1912 tremor 1
1913 safe 1
1914 chase 3
1915 unyielding 1
1916 jump 1
1917 patch 1
1918 flowers 1
1919 wallpaper 1
1920 screamed 3
1921 immobile 5
1922 shouted 5
1923 glowering 1
1924 shaking 3
1925 spoken 2
1926 smelling 1
1927 salts 1
1928 faint 1
1929 advise 1
1930 various 2
1931 bottles 2
1932 bottle 1
1933 broke 4
1934 splinter 1
1935 caustic 1
1936 medicine 1
1937 delaying 1
1938 death 3
1939 oppressed 1
1940 anxiety 1
1941 self-reproach 1
1942 confusion 2
1943 spin 1
1944 numb 1
1945 arrived 4
1946 subdued 1
1947 openly 1
1948 fainted 2
1949 mean 3
1950 responsible 1
1951 act 1
1952 violence 1
1953 disappear 2
1954 subtleties 1
1955 ah 1
1956 sounding 1
1957 angry 1
1958 imagined 1
1959 neglected 2
1960 laying 2
1961 entombed 1
1962 trips 1
1963 armchair 1
1964 nightgown 2
1965 walk 2
1966 sunday 1
1967 public 1
1968 wrapped 1
1969 labour 1
1970 walking 1
1971 invariably 1
1972 companions 2
1973 standing 3
1974 smart 1
1975 blue 1
1976 gold 3
1977 buttons 3
1978 banking 1
1979 institute 1
1980 collar 2
1981 coat 4
1982 double-chin 1
1983 emerged 1
1984 bushy 1
1985 eyebrows 1
1986 alert 1
1987 unkempt 1
1988 combed 1
1989 scalp 1
1990 cap 3
1991 monogram 1
1992 bank 2
1993 arc 1
1994 trouser 1
1995 pockets 4
1996 bottom 1
1997 determination 1
1998 walked 1
1999 unusually 1
2000 soles 1
2001 wasted 1
2002 strict 1
2003 scurried 1
2004 decisive 1
2005 largely 1
2006 feared 1
2007 provoking 1
2008 step 1
2009 countless 1
2010 movements 3
2011 noticeably 1
2012 lungs 1
2013 reliable 1
2014 lurched 1
2015 muster 1
2016 saving 1
2017 forgot 2
2018 concealed 1
2019 carved 1
2020 notches 1
2021 protrusions 1
2022 tossed 1
2023 apple 5
2024 shock 2
2025 point 2
2026 bombard 1
2027 fruit 1
2028 bowl 1
2029 sideboard 1
2030 aim 1
2031 red 1
2032 apples 1
2033 motors 1
2034 glanced 1
2035 harm 1
2036 squarely 1
2037 lodged 2
2038 drag 1
2039 incredible 1
2040 changing 1
2041 nailed 1
2042 senses 1
2043 blouse 1
2044 unfastened 1
2045 sliding 1
2046 stumbling 1
2047 uniting 1
2048 ability 1
2049 begging 1
2050 iii 1
2051 dared 2
2052 flesh 1
2053 visible 1
2054 reminder 1
2055 injury 2
2056 current 2
2057 revolting 1
2058 form 1
2059 member 1
2060 treated 1
2061 enemy 1
2062 contrary 3
2063 duty 1
2064 swallow 1
2065 revulsion 1
2066 mobility 1
2067 ancient 1
2068 invalid 1
2069 deterioration 1
2070 opinion 1
2071 permission 2
2072 thus 1
2073 differently 1
2074 conversations 1
2075 ones 1
2076 longing 1
2077 damp 1
2078 hotel 2
2079 nowadays 1
2080 lamp 1
2081 sew 1
2082 fancy 1
2083 underwear 1
2084 fashion 1
2085 shop 2
2086 sales 1
2087 shorthand 1
2088 french 1
2089 wake 2
2090 sewing 2
2091 dozing 1
2092 exchange 2
2093 grin 1
2094 unused 1
2095 peg 1
2096 slumber 1
2097 serve 1
2098 expecting 1
2099 superior 1
2100 result 1
2101 shabbier 1
2102 stains 1
2103 shiny 1
2104 uncomfortable 1
2105 peaceful 2
2106 obstinate 1
2107 regularly 1
2108 importune 1
2109 reproaches 1
2110 refusing 1
2111 tug 2
2112 sleeve 1
2113 whisper 1
2114 endearments 1
2115 ear 2
2116 effect 1
2117 sink 1
2118 deeper 1
2119 abruptly 1
2120 supported 1
2121 needle 1
2122 pen 1
2123 overworked 1
2124 absolutely 3
2125 household 1
2126 budget 1
2127 smaller 2
2128 dismissed 1
2129 thick-boned 1
2130 charwoman 9
2131 flapped 1
2132 amount 1
2133 hoped 1
2134 items 1
2135 jewellery 1
2136 belonging 1
2137 sold 2
2138 functions 1
2139 celebrations 1
2140 loudest 1
2141 complaint 1
2142 imaginable 1
2143 transferring 1
2144 address 1
2145 reasons 1
2146 transport 1
2147 crate 1
2148 holes 1
2149 related 1
2150 world 1
2151 expects 1
2152 poor 1
2153 sacrificed 1
2154 strangers 2
2155 behest 1
2156 customers 1
2157 sit 5
2158 cheek 2
2159 mingle 1
2160 dry-eyed 1
2161 affairs 1
2162 apprentices 1
2163 teaboy 1
2164 friends 4
2165 businesses 1
2166 chambermaids 1
2167 provincial 1
2168 memory 1
2169 appeared 5
2170 cashier 1
2171 whom 2
2172 inaccessible 1
2173 rage 1
2174 shown 2
2175 plans 1
2176 pantry 1
2177 entitled 1
2178 sweep 1
2179 indifferent 2
2180 untouched 1
2181 quicker 1
2182 smears 1
2183 dirt 2
2184 balls 1
2185 dust 3
2186 filth 1
2187 worst 1
2188 places 1
2189 reproach 1
2190 weeks 1
2191 touchy 1
2192 cleaning 2
2193 alone 2
2194 thoroughly 1
2195 clean 3
2196 bucketfuls 1
2197 dampness 1
2198 bitter 1
2199 punished 1
2200 aggrieved 1
2201 mothers 1
2202 imploring 1
2203 convulsive 1
2204 helpless 1
2205 agitated 1
2206 accused 1
2207 bedroom 4
2208 quaking 1
2209 thumped 1
2210 hissed 1
2211 closing 2
2212 widow 1
2213 robust 1
2214 bone 1
2215 structure 1
2216 withstand 1
2217 hardest 1
2218 repelled 1
2219 curiosity 1
2220 chasing 1
2221 amazement 2
2222 crossed 2
2223 failed 2
2224 briefly 4
2225 considered 1
2226 dung-beetle 2
2227 responded 1
2228 disturb 1
2229 windowpanes 1
2230 indicating 2
2231 spring 1
2232 resentful 1
2233 toward 2
2234 infirm 1
2235 chairs 3
2236 intending 1
2237 corner 4
2238 prepared 2
2239 play 3
2240 spit 2
2241 changes 1
2242 anywhere 2
2243 rented 4
2244 earnest 1
2245 beards 3
2246 peering 1
2247 tidy 1
2248 establishment 1
2249 clutter 1
2250 tolerate 1
2251 dirty 1
2252 furnishings 1
2253 equipment 1
2254 superfluous 1
2255 discard 1
2256 dustbins 1
2257 hurry 3
2258 chuck 1
2259 object 1
2260 woman 1
2261 likely 1
2262 junk 1
2263 enjoy 1
2264 lain 2
2265 darkest 1
2266 formerly 1
2267 serviettes 1
2268 knives 1
2269 forks 1
2270 meat 2
2271 piled 1
2272 potatoes 1
2273 steaming 1
2274 dishes 1
2275 gentleman 5
2276 count 1
2277 authority 1
2278 piece 1
2279 wishing 1
2280 establish 1
2281 sufficiently 1
2282 cooked 1
2283 satisfaction 1
2284 smiled 3
2285 bowed 2
2286 mumbled 1
2287 perfect 1
2288 remarkable 1
2289 chewing 1
2290 perform 1
2291 toothless 1
2292 feed 1
2293 dying 1
2294 throughout 2
2295 played 3
2296 produced 1
2297 page 1
2298 smoking 1
2299 attentive 1
2300 hallway 3
2301 young 3
2302 cosy 1
2303 love 2
2304 player 1
2305 begin 2
2306 therefore 1
2307 exaggerated 1
2308 courtesy 1
2309 offered 1
2310 seat 2
2311 paid 1
2312 thoughtless 1
2313 hidden 1
2314 everywhere 2
2315 threads 1
2316 hairs 1
2317 remains 1
2318 wipe 1
2319 shy 1
2320 immaculate 1
2321 preoccupied 1
2322 notes 1
2323 withdrew 1
2324 heads 1
2325 sunk 1
2326 volume 1
2327 observed 1
2328 obvious 2
2329 beautiful 2
2330 disappointed 1
2331 performance 1
2332 politeness 1
2333 unnerving 1
2334 blew 1
2335 smoke 1
2336 cigarettes 1
2337 upwards 1
2338 noses 1
2339 beautifully 1
2340 lines 1
2341 melancholy 1
2342 expression 2
2343 meet 1
2344 captivate 1
2345 unknown 1
2346 nourishment 1
2347 yearning 1
2348 determined 1
2349 skirt 1
2350 hiss 1
2351 attackers 1
2352 refuse 1
2353 emotion 2
2354 shoulder 1
2355 kiss 1
2356 neck 3
2357 necklace 1
2358 mr 1
2359 pointing 1
2360 wasting 1
2361 forefinger 1
2362 driving 1
2363 attempted 1
2364 block 1
2365 dawning 1
2366 realisation 1
2367 neighbour 1
2368 tugged 1
2369 drop 1
2370 bow 1
2371 hang 1
2372 limply 1
2373 instrument 1
2374 lap 2
2375 laboriously 1
2376 pressure 1
2377 pillows 1
2378 beds 2
2379 slipped 1
2380 obsessed 1
2381 owed 1
2382 tenants 2
2383 urged 1
2384 thunder 1
2385 thereby 1
2386 halt 1
2387 declare 1
2388 glancing 1
2389 gain 1
2390 repugnant 1
2391 conditions 1
2392 prevail 1
2393 decisively 1
2394 proceed 1
2395 action 2
2396 damages 1
2397 grounds 1
2398 ahead 2
2399 joined 1
2400 staggered 1
2401 stretching 1
2402 nap 1
2403 uncontrolled 1
2404 nodding 1
2405 weak 2
2406 introduction 1
2407 monster 1
2408 brother 2
2409 rid 4
2410 humanly 1
2411 cough 1
2412 dully 1
2413 deranged 1
2414 forehead 1
2415 definite 1
2416 ideas 1
2417 plates 1
2418 occasionally 1
2419 coughing 1
2420 tortured 1
2421 endure 2
2422 wiped 1
2423 mechanical 1
2424 sympathy 1
2425 shrugged 1
2426 helplessness 1
2427 displacing 1
2428 certainty 2
2429 vigorously 2
2430 acceptance 1
2431 ... 1
2432 harmed 1
2433 beings 1
2434 lives 1
2435 persecuting 1
2436 streets 1
2437 starting 1
2438 beyond 1
2439 comprehension 1
2440 willing 2
2441 excited 1
2442 protect 1
2443 startling 1
2444 pain-wracked 1
2445 required 1
2446 deal 1
2447 repeatedly 1
2448 striking 1
2449 alarmed 1
2450 unhappy 1
2451 exhaustion 1
2452 panting 1
2453 separated 1
2454 noticing 1
2455 concentrated 1
2456 distract 1
2457 glance 2
2458 sprung 1
2459 discovery 1
2460 spindly 1
2461 unnatural 1
2462 aching 1
2463 weaker 2
2464 altogether 1
2465 decayed 1
2466 inflamed 1
2467 area 1
2468 strongly 1
2469 rumination 1
2470 tower 1
2471 strike 1
2472 weakly 1
2473 nostrils 1
2474 cleaner 9
2475 slamming 2
2476 she'd 1
2477 brief 1
2478 special 1
2479 purpose 1
2480 martyr 1
2481 attributed 1
2482 tickle 1
2483 nuisance 1
2484 resistance 1
2485 whistled 1
2486 yank 1
2487 shout 1
2488 bedrooms 1
2489 'ave 1
2490 dead 3
2491 stone 1
2492 marriage 1
2493 blanket 1
2494 nightdress 1
2495 paleness 1
2496 confirm 1
2497 enquiringly 1
2498 checked 1
2499 checking 1
2500 replied 1
2501 prove 1
2502 sending 1
2503 sideways 1
2504 complete 1
2505 example 1
2506 corpse 2
2507 dried 1
2508 pained 1
2509 warmth 1
2510 march 1
2511 irritably 1
2512 men 2
2513 well-worn 1
2514 coats 1
2515 wife 2
2516 daughter 3
2517 disconcerted 1
2518 sweetly 1
2519 backs 1
2520 continually 1
2521 gleeful 1
2522 anticipation 1
2523 quarrel 1
2524 favour 1
2525 contents 1
2526 rearranging 1
2527 positions 1
2528 humility 1
2529 strides 1
2530 rubbing 1
2531 friend 1
2532 fear 1
2533 connection 1
2534 leader 1
2535 hats 1
2536 sticks 1
2537 holder 1
2538 premises 1
2539 mistrust 1
2540 leaned 1
2541 progress 1
2542 reappear 1
2543 moments 1
2544 butcher's 1
2545 boy 1
2546 proud 1
2547 posture 1
2548 tray 1
2549 nearer 1
2550 relieved 1
2551 wrote 1
2552 letters 3
2553 excusal 1
2554 employers 1
2555 contractor 1
2556 principal 1
2557 irritation 2
2558 tremendous 1
2559 vertical 1
2560 ostrich 1
2561 feather 1
2562 source 1
2563 laugh 1
2564 sorted 1
2565 intent 1
2566 continuing 1
2567 describing 1
2568 detail 1
2569 prevented 1
2570 telling 1
2571 peeved 1
2572 cheerio 1
2573 sharply 1
2574 terribly 1
2575 tonight 1
2576 gets 1
2577 destroyed 1
2578 gained 1
2579 twisted 1
2580 stuff 1
2581 kissed 1
2582 hugged 1
2583 tram 2
2584 country 1
2585 sunshine 1
2586 comfortably 1
2587 seats 1
2588 discussed 1
2589 examination 1
2590 jobs 1
2591 promise 1
2592 cheaper 1
2593 location 1
2594 practical 1
2595 livelier 1
2596 cheeks 1
2597 pale 1
2598 simultaneously 1
2599 blossoming 1
2600 built 1
2601 quieter 1
2602 agreed 1
2603 confirmation 1
2604 destination 1
0 1 0.000000000000000
1 2 0.000000000000000
2 3 0.000000000000000
3 4 0.000000000000000
4 5 -4.025351690735150
4 46 -4.025351690735150
4 26 -3.332204510175204
4 527 -4.025351690735150
4 556 -3.332204510175204
4 567 -3.332204510175204
4 143 -4.025351690735150
4 49 -1.252762968495369
4 861 -4.025351690735150
4 390 -4.025351690735150
4 167 -4.025351690735150
4 20 -2.926739402067040
4 12 -2.233592221507095
4 617 -3.332204510175204
4 1804 -4.025351690735150
4 1808 -4.025351690735150
4 1255 -3.332204510175204
4 1190 -3.332204510175204
4 1045 -4.025351690735150
4 434 -4.025351690735150
4 2040 -4.025351690735150
4 242 -4.025351690735150
4 1138 -4.025351690735150
4 1491 -4.025351690735150
4 1441 -4.025351690735150
4 8 -4.025351690735150
4 1248 -4.025351690735150
4 368 -4.025351690735150
5 6 0.000000000000000
6 7 0.000000000000000
7 8 -4.454347296253507
7 162 -4.454347296253507
7 247 -4.454347296253507
7 302 -4.454347296253507
7 307 -2.844909383819407
7 262 -3.355735007585397
7 315 -3.761200115693562
7 196 -4.454347296253507
7 158 -4.454347296253507
7 278 -3.355735007585397
7 348 -4.454347296253507
7 350 -2.374905754573672
7 492 -1.969440646465507
7 538 -4.454347296253507
7 241 -3.761200115693562
7 604 -3.761200115693562
7 337 -4.454347296253507
7 188 -4.454347296253507
7 906 -4.454347296253507
7 915 -3.761200115693562
7 85 -4.454347296253507
7 762 -4.454347296253507
7 508 -4.454347296253507
7 40 -4.454347296253507
7 409 -4.454347296253507
7 114 -3.761200115693562
7 172 -3.068052935133617
7 947 -4.454347296253507
7 189 -3.355735007585397
7 51 -4.454347296253507
7 970 -4.454347296253507
7 217 -4.454347296253507
7 39 -4.454347296253507
7 687 -3.355735007585397
7 240 -3.068052935133617
7 1533 -4.454347296253507
7 174 -4.454347296253507
7 680 -4.454347296253507
7 185 -4.454347296253507
7 179 -4.454347296253507
7 2387 -4.454347296253507
7 483 -4.454347296253507
7 606 -3.761200115693562
7 1949 -4.454347296253507
8 9 -4.043051267834550
8 70 -1.270462545594769
8 113 -3.349904087274605
8 766 -4.043051267834550
8 635 -4.043051267834550
8 15 -4.043051267834550
8 510 -2.251291798606495
8 147 -4.043051267834550
8 54 -4.043051267834550
8 507 -4.043051267834550
8 1352 -4.043051267834550
8 10 -3.349904087274605
8 446 -2.944438979166440
8 243 -3.349904087274605
8 214 -2.251291798606495
8 238 -3.349904087274605
8 313 -4.043051267834550
8 130 -4.043051267834550
8 767 -4.043051267834550
8 2023 -4.043051267834550
8 181 -4.043051267834550
8 247 -4.043051267834550
8 22 -4.043051267834550
8 31 -4.043051267834550
8 140 -4.043051267834550
8 156 -4.043051267834550
9 10 -1.481604540924216
9 54 -2.397895272798371
9 672 -3.091042453358316
9 31 -3.091042453358316
9 113 -3.091042453358316
9 106 -2.397895272798371
9 514 -1.992430164690206
9 252 -3.091042453358316
9 34 -1.992430164690206
9 29 -2.397895272798371
9 49 -3.091042453358316
10 11 -4.966722107006328
10 18 -2.929840179745288
10 34 -2.194133384766547
10 43 -7.163946684342547
10 65 -7.163946684342547
10 73 -7.163946684342547
10 26 -5.372187215114492
10 30 -6.470799503782602
10 122 -7.163946684342547
10 133 -6.470799503782602
10 156 -4.598997326881010
10 169 -2.709599388089040
10 193 -7.163946684342547
10 148 -7.163946684342547
10 207 -6.470799503782602
10 78 -3.831742174167343
10 228 -7.163946684342547
10 232 -7.163946684342547
10 235 -7.163946684342547
10 288 -6.470799503782602
10 294 -6.470799503782602
10 311 -6.470799503782602
10 7 -4.598997326881010
10 322 -7.163946684342547
10 324 -6.065334395674437
10 329 -7.163946684342547
10 332 -5.554508771908447
10 110 -5.554508771908447
10 305 -6.470799503782602
10 359 -7.163946684342547
10 56 -4.168214410788556
10 220 -6.065334395674437
10 408 -7.163946684342547
10 426 -7.163946684342547
10 196 -4.861361591348501
10 443 -7.163946684342547
10 158 -7.163946684342547
10 171 -6.470799503782602
10 458 -7.163946684342547
10 49 -3.580427745886437
10 477 -6.470799503782602
10 460 -6.065334395674437
10 381 -7.163946684342547
10 491 -7.163946684342547
10 76 -3.426277066059179
10 505 -7.163946684342547
10 512 -7.163946684342547
10 12 -3.796650854356073
10 390 -5.218036535287234
10 229 -6.065334395674437
10 533 -6.470799503782602
10 537 -7.163946684342547
10 181 -5.372187215114492
10 114 -5.554508771908447
10 543 -7.163946684342547
10 70 -4.524889354727289
10 54 -4.966722107006328
10 559 -5.372187215114492
10 143 -4.679040034554546
10 166 -4.766051411544177
10 613 -5.372187215114492
10 621 -6.470799503782602
10 147 -5.218036535287234
10 152 -6.470799503782602
10 529 -7.163946684342547
10 195 -4.679040034554546
10 35 -5.777652323222656
10 354 -4.273574926446383
10 370 -4.330733340286331
10 677 -7.163946684342547
10 678 -7.163946684342547
10 720 -7.163946684342547
10 594 -7.163946684342547
10 187 -6.065334395674437
10 726 -7.163946684342547
10 91 -4.966722107006328
10 752 -7.163946684342547
10 771 -6.470799503782602
10 772 -7.163946684342547
10 51 -4.598997326881010
10 786 -7.163946684342547
10 606 -3.868109818338218
10 828 -5.554508771908447
10 514 -5.777652323222656
10 822 -7.163946684342547
10 286 -5.084505142662712
10 239 -5.554508771908447
10 866 -6.065334395674437
10 871 -6.470799503782602
10 817 -5.218036535287234
10 874 -5.554508771908447
10 509 -6.470799503782602
10 173 -6.470799503782602
10 581 -4.273574926446383
10 113 -4.330733340286331
10 84 -6.470799503782602
10 483 -7.163946684342547
10 159 -6.470799503782602
10 223 -7.163946684342547
10 459 -6.065334395674437
10 952 -7.163946684342547
10 303 -5.554508771908447
10 117 -7.163946684342547
10 79 -6.470799503782602
10 172 -6.065334395674437
10 951 -6.470799503782602
10 52 -7.163946684342547
10 388 -6.470799503782602
10 729 -7.163946684342547
10 130 -4.679040034554546
10 179 -7.163946684342547
10 68 -4.524889354727289
10 1017 -7.163946684342547
10 300 -6.470799503782602
10 767 -6.470799503782602
10 1023 -7.163946684342547
10 22 -4.679040034554546
10 1030 -7.163946684342547
10 243 -4.861361591348501
10 1054 -7.163946684342547
10 668 -5.777652323222656
10 157 -6.470799503782602
10 1069 -7.163946684342547
10 1073 -7.163946684342547
10 23 -3.905850146321065
10 607 -7.163946684342547
10 1082 -7.163946684342547
10 198 -6.065334395674437
10 138 -5.372187215114492
10 77 -7.163946684342547
10 650 -6.470799503782602
10 136 -6.470799503782602
10 1121 -6.065334395674437
10 1125 -7.163946684342547
10 535 -7.163946684342547
10 335 -7.163946684342547
10 1160 -7.163946684342547
10 338 -6.065334395674437
10 265 -7.163946684342547
10 262 -5.777652323222656
10 997 -7.163946684342547
10 1224 -7.163946684342547
10 1000 -7.163946684342547
10 1240 -7.163946684342547
10 1244 -7.163946684342547
10 713 -7.163946684342547
10 1274 -6.065334395674437
10 879 -3.796650854356073
10 540 -7.163946684342547
10 1301 -7.163946684342547
10 1304 -7.163946684342547
10 629 -6.065334395674437
10 1119 -7.163946684342547
10 297 -6.470799503782602
10 8 -5.554508771908447
10 267 -7.163946684342547
10 468 -7.163946684342547
10 597 -7.163946684342547
10 1383 -6.470799503782602
10 603 -7.163946684342547
10 836 -6.470799503782602
10 499 -7.163946684342547
10 1142 -7.163946684342547
10 1425 -7.163946684342547
10 204 -7.163946684342547
10 1432 -7.163946684342547
10 1436 -7.163946684342547
10 434 -6.470799503782602
10 1452 -7.163946684342547
10 185 -7.163946684342547
10 757 -6.470799503782602
10 176 -6.065334395674437
10 1484 -7.163946684342547
10 578 -7.163946684342547
10 374 -5.218036535287234
10 1495 -7.163946684342547
10 1395 -7.163946684342547
10 1503 -7.163946684342547
10 104 -6.470799503782602
10 1537 -7.163946684342547
10 31 -5.777652323222656
10 1555 -7.163946684342547
10 1433 -7.163946684342547
10 966 -7.163946684342547
10 85 -6.470799503782602
10 409 -6.470799503782602
10 1580 -7.163946684342547
10 1596 -7.163946684342547
10 1610 -7.163946684342547
10 703 -7.163946684342547
10 656 -7.163946684342547
10 523 -7.163946684342547
