6422 130254
1774 inclined 9
1775 exhibition 2
1776 whatever 32
1777 abominable 6
1778 sort 37
1779 independence 6
1780 country-town 1
1781 decorum 3
1782 shows 4
1783 whisper 8
1784 adventure 2
1785 affected 17
1786 brightened 1
1787 speech 12
1788 excessive 4
1789 low 8
1790 uncle 63
1791 somewhere 3
1792 cheapside 2
1793 laughed 8
1794 heartily 8
1795 uncles 1
1796 fill 1
1797 _all_ 4
1798 jot 1
1799 materially 5
1800 lessen 3
1801 assent 1
1802 indulged 2
1803 mirth 1
1804 expense 6
1805 vulgar 1
1806 relations 21
1807 renewal 7
1808 tenderness 3
1809 leaving 18
1810 dining-parlour 4
1811 coffee 7
1812 poorly 3
1813 late 18
1814 sleep 4
1815 right 36
1816 downstairs 5
1817 drawing-room 17
1818 loo 1
1819 invited 10
1820 below 5
1821 reading 10
1822 singular 2
1823 despises 1
1824 reader 3
1825 deserve 7
1826 censure 5
1827 _not_ 8
1828 nursing 1
1829 thanked 6
1830 lying 1
1831 fetch 3
1832 afforded 5
1833 larger 6
1834 benefit 5
1835 idle 7
1836 fellow 5
1837 assured 25
1838 suit 7
1839 work 18
1840 generations 1
1841 buying 1
1842 comprehend 15
1843 add 9
1844 beauties 4
1845 charles 7
1846 build 1
1847 advise 6
1848 model 2
1849 finer 5
1850 buy 4
1851 sell 1
1852 possibilities 1
1853 imitation 1
1854 laying 2
1855 wholly 22
1856 aside 4
1857 card-table 4
1858 stationed 3
1859 observe 9
1860 game 7
1861 grown 3
1862 spring 3
1863 height 3
1864 taller 1
1865 pianoforte 5
1866 exquisite 1
1867 amazing 2
1868 patience 9
1869 paint 1
1870 tables 3
1871 cover 1
1872 screens 1
1873 net 1
1874 purses 1
1875 spoken 15
1876 informed 10
1877 list 3
1878 extent 7
1879 applied 10
1880 deserves 3
1881 otherwise 16
1882 netting 1
1883 purse 1
1884 covering 2
1885 screen 2
1886 agreeing 3
1887 estimation 4
1888 boast 11
1889 knowing 25
1890 half-a-dozen 1
1891 range 2
1892 faithful 3
1893 assistant 1
1894 esteemed 5
1895 surpass 1
1896 thorough 2
1897 music 11
1898 singing 3
1899 drawing 3
1900 modern 2
1901 languages 1
1902 possess 5
1903 tone 15
1904 voice 21
1905 half-deserved 1
1906 substantial 2
1907 improvement 8
1908 extensive 3
1909 longer 37
1910 _only_ 1
1911 _any_ 1
1912 sex 7
1913 possibility 13
1914 capacity 1
1915 elegance 8
1916 describe 7
1917 injustice 4
1918 implied 1
1919 protesting 4
1920 bitter 2
1921 complaints 4
1922 inattention 2
1923 forward 25
1924 undervaluing 1
1925 succeeds 1
1926 paltry 2
1927 device 1
1928 art 3
1929 remark 3
1930 chiefly 10
1931 meanness 1
1932 arts 3
1933 condescend 1
1934 employ 2
1935 captivation 1
1936 bears 2
1937 affinity 2
1938 cunning 1
1939 despicable 1
1940 worse 13
1941 urged 5
1942 sent 17
1943 service 7
1944 recommended 9
1945 eminent 1
1946 physicians 1
1947 comply 3
1948 proposal 9
1949 decidedly 4
1950 uncomfortable 6
1951 miserable 6
1952 solaced 1
1953 wretchedness 2
1954 duets 1
1955 supper 11
1956 relief 11
1957 housekeeper 16
1958 directions 7
1959 9 1
1960 chief 14
1961 housemaid 2
1962 amendment 2
1963 desiring 2
1964 contents 6
1965 quickly 4
1966 complied 4
1967 accompanied 6
1968 apparent 2
1969 alarming 5
1970 recovering 5
1971 restoration 2
1972 health 18
1973 probably 21
1974 remove 2
1975 listen 10
1976 carried 7
1977 advisable 5
1978 parlour 6
1979 trespass 2
1980 removal 6
1981 madam 21
1982 civility 37
1983 remains 5
1984 profuse 1
1985 acknowledgments 2
1986 become 6
1987 suffers 1
1988 vast 2
1989 exception 1
1990 sweetest 1
1991 prospect 14
1992 gravel 3
1993 hurry 11
1994 lease 1
1995 done 85
1996 resolve 1
1997 pitiful 2
1998 follow 9
1999 intricate 2
2000 estimable 2
2001 run 10
2002 suffered 7
2003 studier 1
2004 amusing 3
2005 study 7
2006 characters 2
2007 _most_ 1
2008 subjects 10
2009 move 3
2010 confined 4
2011 unvarying 1
2012 alter 1
2013 offended 7
2014 mentioning 6
2015 gained 11
2016 victory 1
2017 triumph 10
2018 except 21
2019 shops 1
2020 places 5
2021 pleasanter 2
2022 advantages 7
2023 blushing 1
2024 mistook 1
2025 variety 7
2026 meeting 21
2027 neighbourhoods 1
2028 four-and-twenty 1
2029 enable 1
2030 delicate 6
2031 directed 8
2032 expressive 2
2033 smile 27
2034 genteel 3
2035 persons 6
2036 important 8
2037 mouths 2
2038 mince-pies 1
2039 differently 7
2040 judge 11
2041 pity 9
2042 _very_ 2
2043 envied 2
2044 child 9
2045 trust 15
2046 partiality 13
2047 fifteen 4
2048 gardiner 92
2049 sister-in-law 2
2050 wrote 16
2051 verses 1
2052 overcome 7
2053 efficacy 1
2054 poetry 2
2055 driving 4
2056 _food_ 1
2057 stout 2
2058 healthy 1
2059 nourishes 1
2060 strong 18
2061 thin 5
2062 inclination 21
2063 sonnet 1
2064 starve 1
2065 ensued 2
2066 tremble 1
2067 lest 8
2068 exposing 5
2069 repeating 5
2070 apology 8
2071 troubling 1
2072 unaffectedly 1
2073 performed 6
2074 graciousness 1
2075 ordered 8
2076 signal 2
2077 whispering 3
2078 result 5
2079 tax 1
2080 well-grown 1
2081 animal 1
2082 self-consequence 2
2083 dinners 2
2084 assurance 12
2085 abruptly 2
2086 reminded 6
2087 adding 5
2088 shameful 2
2089 sudden 6
2090 attack 4
2091 ear 1
2092 engagement 13
2093 recovered 6
2094 wait 15
2095 shame 10
2096 departed 2
2097 remarks 8
2098 prevailed 13
2099 witticisms 1
2100 _fine 1
2101 eyes_ 1
2102 10 1
2103 invalid 1
2104 slowly 4
2105 mend 5
2106 loo-table 1
2107 appear 29
2108 writing 9
2109 seated 15
2110 watching 8
2111 progress 5
2112 letter 92
2113 repeatedly 9
2114 messages 1
2115 piquet 1
2116 needlework 1
2117 amused 6
2118 attending 8
2119 perpetual 1
2120 commendations 1
2121 handwriting 1
2122 evenness 1
2123 unconcern 3
2124 praises 2
2125 formed 13
2126 curious 5
2127 dialogue 2
2128 union 3
2129 write 36
2130 fast 8
2131 letters 16
2132 odious 3
2133 lot 2
2134 pen 3
2135 pens 1
2136 thank 16
2137 contrive 3
2138 harp 1
2139 infinitely 4
2140 grantley 1
2141 defer 3
2142 justice 13
2143 january 2
2144 determine 11
2145 rule 2
2146 studies 2
2147 syllables 1
2148 writes 1
2149 careless 2
2150 imaginable 2
2151 leaves 2
2152 blots 1
2153 flow 4
2154 rapidly 2
2155 convey 2
2156 correspondents 1
2157 humility 5
2158 disarm 1
2159 reproof 2
2160 deceitful 2
2161 carelessness 2
2162 indirect 2
2163 call 23
2164 piece 5
2165 modesty 6
2166 proceeding 6
2167 rapidity 4
2168 execution 4
2169 prized 1
2170 possessor 2
2171 imperfection 1
2172 resolved 27
2173 panegyric 2
2174 laudable 1
2175 precipitance 2
2176 undone 1
2177 assume 3
2178 needless 3
2179 celerity 1
2180 conduct 21
2181 dependent 3
2182 mounting 1
2183 'bingley 1
2184 month 8
2185 proved 17
2186 exceedingly 21
2187 converting 1
2188 sweetness 5
2189 intend 3
2190 flat 1
2191 denial 3
2192 ride 2
2193 rashness 1
2194 original 4
2195 intentions 6
2196 atoned 1
2197 obstinacy 2
2198 adhering 1
2199 explain 6
2200 allowing 8
2201 according 8
2202 representation 3
2203 delay 5
2204 offering 3
2205 yield 4
2206 _persuasion_ 1
2207 merit 7
2208 conviction 13
2209 requester 1
2210 waiting 9
2211 arguments 3
2212 occurs 1
2213 discuss 2
2214 thereupon 2
2215 ordinary 3
2216 change 21
2217 complying 3
2218 argued 1
2219 proceed 5
2220 arrange 1
2221 precision 1
2222 appertain 1
2223 intimacy 9
2224 subsisting 2
2225 particulars 17
2226 forgetting 2
2227 comparative 3
2228 size 4
2229 weight 5
2230 comparison 13
2231 deference 4
2232 awful 2
2233 occasions 7
2234 especially 18
2235 sunday 9
2236 checked 4
2237 warmly 7
2238 resented 3
2239 indignity 2
2240 expostulation 1
2241 disputes 1
2242 thankful 8
2243 sacrifice 8
2244 side 51
2245 finish 4
2246 indulgence 6
2247 alacrity 5
2248 polite 5
2249 lead 5
2250 earnestly 10
2251 negatived 1
2252 sang 1
2253 music-books 1
2254 lay 6
2255 frequently 18
2256 reprehensible 3
2257 supposition 2
2258 pain 25
2259 approbation 5
2260 italian 1
2261 songs 1
2262 varied 3
2263 charm 6
2264 seize 1
2265 reel 2
2266 'yes 1
2267 despising 2
2268 overthrowing 1
2269 schemes 7
2270 cheating 1
2271 premeditated 1
2272 despise 3
2273 affront 4
2274 amazed 5
2275 archness 1
2276 bewitched 1
2277 inferiority 3
2278 jealous 3
2279 recovery 3
2280 rid 4
2281 tried 15
2282 provoke 5
2283 disliking 1
2284 guest 5
2285 planning 1
2286 alliance 2
2287 shrubbery 4
2288 hints 4
2289 takes 6
2290 holding 2
2291 tongue 3
2292 compass 1
2293 cure 1
2294 running 10
2295 check 4
2296 bordering 1
2297 conceit 3
2298 possesses 1
2299 propose 3
2300 domestic 6
2301 portraits 2
2302 placed 9
2303 gallery 4
2304 great-uncle 1
2305 profession 6
2306 painter 1
2307 catch 4
2308 colour 11
2309 shape 1
2310 eyelashes 1
2311 copied 1
2312 confusion 10
2313 abominably 3
2314 telling 7
2315 disengaged 2
2316 arm 2
2317 path 4
2318 wide 3
2319 avenue 1
2320 laughingly 2
2321 charmingly 1
2322 grouped 1
2323 uncommon 5
2324 picturesque 1
2325 spoilt 1
2326 admitting 1
2327 good-bye 2
2328 ran 13
2329 gaily 2
2330 rejoicing 2
2331 rambled 1
2332 couple 6
2333 11 1
2334 welcomed 7
2335 professions 4
2336 hour 21
2337 powers 6
2338 considerable 9
2339 entertainment 6
2340 accuracy 1
2341 relate 10
2342 anecdote 2
2343 advanced 5
2344 steps 5
2345 congratulation 1
2346 bow 11
2347 diffuseness 1
2348 salutation 4
2349 full 19
2350 piling 1
2351 fire 5
2352 fireplace 1
2353 further 15
2354 opposite 11
2355 corner 1
2356 tea 11
2357 obtained 3
2358 petition 1
2359 rejected 4
2360 justify 6
2361 stretch 2
2362 sofas 1
2363 principally 4
2364 bracelets 1
2365 rings 1
2366 perpetually 3
2367 inquiry 10
2368 page 2
2369 win 1
2370 exhausted 1
2371 chosen 7
2372 volume 2
2373 yawn 2
2374 tires 1
2375 yawned 1
2376 threw 8
2377 cast 2
2378 quest 5
2379 bye 3
2380 consult 3
2381 wishes 30
2382 begins 3
2383 nicholls 2
2384 white 3
2385 soup 2
2386 balls 7
2387 insufferably 1
2388 tedious 1
2389 usual 33
2390 process 1
2391 rational 9
2392 aimed 1
2393 inflexibly 1
2394 studious 1
2395 desperation 1
2396 effort 5
2397 example 4
2398 refreshing 2
2399 attitude 1
2400 awake 2
2401 novelty 5
2402 quarter 9
2403 unconsciously 3
2404 motives 6
2405 choosing 1
2406 joining 5
2407 interfere 1
2408 surest 1
2409 disappointing 3
2410 incapable 8
2411 persevered 1
2412 requiring 5
2413 explanation 8
2414 explaining 2
2415 method 4
2416 confidence 11
2417 affairs 4
2418 conscious 2
2419 figures 1
2420 completely 7
2421 punish 3
2422 plague 3
2423 tease 2
2424 taught 3
2425 calmness 3
2426 presence 5
2427 defy 3
2428 laughter 2
2429 expose 7
2430 attempting 3
2431 hug 1
2432 loss 15
2433 dearly 2
2434 wisest 6
2435 actions 6
2436 ridicule 5
2437 wise 5
2438 whims 1
2439 inconsistencies 2
2440 _do_ 6
2441 divert 1
2442 precisely 1
2443 weaknesses 1
2444 weakness 5
2445 superiority 1
2446 regulation 1
2447 examination 3
2448 presume 2
2449 defect 4
2450 owns 1
2451 disguise 3
2452 pretension 1
2453 faults 4
2454 vouch 3
2455 convenience 3
2456 vices 1
2457 offenses 3
2458 puffed 1
2459 resentful 2
2460 forever 3
2461 implacable 1
2462 _is_ 3
2463 shade 2
2464 _laugh_ 1
2465 tendency 3
2466 evil 14
2467 education 11
2468 willfully 1
2469 misunderstand 3
2470 tired 4
2471 waking 1
2472 moments 11
2473 recollection 11
2474 paying 4
2475 12 1
2476 agreement 3
2477 remaining 7
2478 tuesday 12
2479 propitious 1
2480 postscript 3
2481 pressed 2
2482 staying 10
2483 positively 2
2484 fearful 5
2485 intruding 2
2486 needlessly 1
2487 borrow 2
2488 communication 9
2489 excited 9
2490 morrow 4
2491 proposed 4
2492 jealousy 4
2493 exceeded 2
2494 master 28
2495 sorrow 4
2496 firm 3
2497 welcome 11
2498 attracted 2
2499 uncivil 4
2500 wisely 4
2501 careful 4
2502 sign 2
2503 _now_ 4
2504 elevate 1
2505 influencing 1
2506 suggested 5
2507 material 6
2508 confirming 2
2509 crushing 1
2510 saturday 17
2511 adhered 1
2512 conscientiously 1
2513 separation 8
2514 embracing 2
2515 tenderly 2
2516 shook 10
2517 hands 6
2518 liveliest 3
2519 cordially 3
2520 wondered 8
2521 trouble 16
2522 laconic 1
2523 circle 5
2524 absence 27
2525 thorough-bass 1
2526 observations 3
2527 threadbare 2
2528 morality 1
2529 preceding 4
2530 wednesday 9
2531 lately 10
2532 flogged 1
2533 hinted 1
2534 13 1
2535 addition 7
2536 happen 11
2537 lord 9
2538 fish 5
2539 ring 5
2540 bell 4
2541 hill 10
2542 roused 5
2543 questioned 3
2544 explained 6
2545 ago 24
2546 delicacy 10
2547 collins 171
2548 dead 5
2549 pleases 2
2550 bear 22
2551 hardest 1
2552 entail 8
2553 attempted 4
2554 reach 8
2555 rail 1
2556 bitterly 2
2557 cruelty 4
2558 cared 7
2559 iniquitous 1
2560 affair 18
2561 guilt 3
2562 inheriting 2
2563 softened 6
2564 false 12
2565 quarreling 2
2566 filial 1
2567 scruples 4
2568 hunsford 25
2569 westerham 1
2570 kent 14
2571 15th 1
2572 october 1
2573 disagreement 1
2574 honoured 9
2575 uneasiness 5
2576 heal 1
2577 breach 2
2578 kept 14
2579 doubts 1
2580 fearing 3
2581 disrespectful 1
2582 memory 7
2583 terms 20
2584 variance. 1
2585 'there 1
2586 mrs 2
2587 ordination 1
2588 easter 2
2589 patronage 3
2590 honourable 5
2591 de 36
2592 bourgh 36
2593 widow 3
2594 lewis 3
2595 bounty 1
2596 beneficence 1
2597 preferred 3
2598 rectory 1
2599 parish 9
2600 earnest 11
2601 demean 1
2602 grateful 13
2603 ladyship 33
2604 perform 4
2605 rites 1
2606 ceremonies 1
2607 instituted 1
2608 church 11
2609 clergyman 8
2610 moreover 9
2611 promote 4
2612 establish 1
2613 blessing 4
2614 peace 5
2615 grounds 5
2616 overtures 1
2617 commendable 1
2618 kindly 7
2619 overlooked 3
2620 reject 4
2621 olive-branch 2
2622 concerned 16
2623 injuring 1
2624 apologise 4
2625 readiness 4
2626 hereafter 3
2627 satisfaction 26
2628 november 5
2629 18th 1
2630 hospitality 3
2631 se'ennight 1
2632 objecting 3
2633 occasional 6
2634 day. 1
2635 respectful 1
2636 well-wisher 1
2637 peace-making 1
2638 folded 1
2639 conscientious 1
2640 prove 7
2641 indulgent 1
2642 discourage 2
2643 atonement 2
2644 thinks 3
2645 christening 1
2646 burying 1
2647 parishioners 1
2648 oddity 1
2649 out. 1
2650 pompous 3
2651 style. 1
2652 apologising 4
2653 could. 1
2654 reverse 1
2655 servility 1
2656 promises 3
2657 composition 1
2658 defective 1
2659 writer 3
2660 scarlet 2
2661 weeks 18
2662 ill-will 3
2663 preparing 6
2664 punctual 3
2665 need 17
2666 heavy-looking 1
2667 five-and-twenty 2
2668 stately 3
2669 formal 8
2670 complimented 2
2671 instance 6
2672 fame 1
2673 fallen 1
2674 hearers 1
2675 quarreled 1
2676 destitute 1
2677 oddly 1
2678 allude 1
2679 grievous 3
2680 confess 10
2681 estates 4
2682 hardship 1
2683 fair 21
2684 cousins 11
2685 appearing 6
2686 precipitate 1
2687 prepared 10
2688 summons 3
2689 objects 6
2690 hall 10
2691 dining-room 8
2692 furniture 10
2693 praised 2
2694 touched 4
2695 bennet's 2
2696 viewing 3
2697 future 12
2698 begged 8
2699 excellency 1
2700 cooking 1
2701 owing 4
2702 asperity 1
2703 cook 1
2704 kitchen 1
2705 pardon 16
2706 displeased 3
2707 14 1
2708 withdrawn 3
2709 started 4
2710 shine 1
2711 patroness 7
2712 remarkable 7
2713 eloquent 2
2714 elevated 2
2715 solemnity 5
2716 aspect 6
2717 witnessed 4
2718 affability 4
2719 condescension 6
2720 experienced 4
2721 graciously 1
2722 discourses 1
2723 preaching 3
2724 rosings 48
2725 pool 1
2726 quadrille 4
2727 reckoned 1
2728 _he_ 10
2729 condescended 3
2730 marry 39
2731 humble 9
2732 parsonage 17
2733 approved 3
2734 alterations 1
2735 vouchsafed 1
2736 suggest 2
2737 shelves 1
2738 closet 1
2739 stairs 16
2740 garden 12
2741 stands 2
2742 abode 8
2743 separated 3
2744 lane 10
2745 heiress 1
2746 shaking 2
2747 handsomest 4
2748 marks 2
2749 birth 4
2750 sickly 4
2751 constitution 1
2752 failed 3
2753 superintended 1
2754 resides 1
2755 condescends 1
2756 drive 3
2757 phaeton 4
2758 ponies 2
2759 presented 2
2760 court 3
2761 indifferent 15
2762 state 18
2763 unhappily 3
2764 prevents 1
2765 deprived 3
2766 british 1
2767 brightest 1
2768 ornament 1
2769 acceptable 6
2770 born 2
2771 duchess 1
2772 adorned 3
2773 peculiarly 2
2774 bound 1
2775 properly 6
2776 talent 2
2777 flattering 4
2778 previous 3
2779 arise 7
2780 suggesting 1
2781 arranging 2
2782 adapted 2
2783 unstudied 1
2784 fully 5
2785 absurd 3
2786 keenest 3
2787 maintaining 1
2788 resolute 1
2789 glance 7
2790 tea-time 1
2791 dose 1
2792 invite 6
2793 assented 2
2794 produced 8
2795 beholding 3
2796 ( 15
2797 announced 2
2798 circulating 1
2799 ) 15
2800 begging 2
2801 novels 1
2802 exclaimed 7
2803 deliberation 3
2804 fordyce 1
2805 sermons 3
2806 gaped 1
2807 monotonous 1
2808 pages 1
2809 talks 1
2810 richard 1
2811 hire 1
2812 denny 12
2813 bid 1
2814 hold 7
2815 interested 7
2816 stamp 1
2817 written 18
2818 amazes 1
2819 advantageous 1
2820 instruction 2
2821 importune 1
2822 antagonist 1
2823 backgammon 2
2824 challenge 1
2825 acted 6
2826 amusements 3
2827 apologised 2
2828 civilly 3
2829 lydia's 2
2830 interruption 8
2831 occur 4
2832 resume 1
2833 bore 7
2834 resent 3
2835 15 1
2836 assisted 3
2837 guidance 2
2838 illiterate 1
2839 miserly 1
2840 belonged 3
2841 universities 1
2842 forming 3
2843 useful 6
2844 subjection 1
2845 originally 2
2846 counteracted 2
2847 self-conceit 1
2848 weak 5
2849 living 22
2850 retirement 2
2851 consequential 1
2852 unexpected 8
2853 prosperity 3
2854 veneration 1
2855 mingling 1
2856 authority 8
2857 rector 2
2858 obsequiousness 1
2859 income 10
2860 seeking 7
2861 reconciliation 1
2862 represented 7
2863 father's 3
2864 eligibility 1
2865 suitableness 3
2866 generous 9
2867 disinterested 3
2868 vary 3
2869 lovely 3
2870 confirmed 3
2871 strictest 1
2872 notions 2
2873 seniority 1
2874 alteration 7
2875 beginning 10
2876 parsonage-house 1
2877 naturally 11
2878 avowal 3
2879 mistress 8
2880 amid 1
2881 complaisant 1
2882 caution 3
2883 _younger_ 1
2884 _know_ 2
2885 prepossession 2
2886 _eldest_ 1
2887 incumbent 4
2888 stirring 1
2889 treasured 1
2890 trusted 6
2891 graces 1
2892 forgotten 10
2893 attend 5
2894 nominally 1
2895 largest 1
2896 folios 1
2897 cessation 1
2898 doings 2
2899 discomposed 2
2900 tranquillity 5
2901 folly 11
2902 free 7
2903 prompt 1
2904 fitted 6
2905 nothings 1
2906 assents 1
2907 ones 6
2908 wandering 3
2909 street 18
2910 bonnet 3
2911 muslin 3
2912 recall 2
2913 officer 8
2914 concerning 5
2915 inquire 10
2916 led 17
2917 across 5
2918 pretense 1
2919 fortunately 2
2920 pavement 1
2921 spot 6
2922 entreated 2
2923 permission 5
2924 wickham 186
2925 commission 6
2926 corps 6
2927 correct 1
2928 unassuming 3
2929 riding 1
2930 civilities 7
2931 spokesman 1
2932 corroborated 1
2933 fix 2
2934 arrested 2
2935 happening 2
2936 effect 10
2937 changed 6
2938 minute 9
2939 noticed 6
2940 phillip 1
2941 bows 2
2942 throwing 2
2943 loudly 2
2944 seconding 1
2945 fetched 1
2946 happened 23
2947 shop-boy 1
2948 claimed 3
2949 intrusion 3
2950 justified 5
2951 relationship 12
2952 awed 2
2953 excess 2
2954 contemplation 4
2955 exclamations 3
2956 lieutenant 1
2957 shire 12
2958 occupation 1
2959 unluckily 2
2960 windows 6
2961 fellows 2
2962 phillipses 2
2963 nice 4
2964 comfortable 12
2965 noisy 3
2966 lottery 3
2967 tickets 3
2968 hot 2
2969 delights 2
2970 cheering 2
2971 mutual 5
2972 apologies 2
2973 unwearying 1
2974 defended 1
2975 admiring 2
2976 utmost 10
2977 pointedly 1
2978 included 2
2979 although 1
2980 utterly 1
2981 attributed 5
2982 connection 18
2983 16 1
2984 steadily 3
2985 resisted 1
2986 conveyed 2
2987 suitable 3
2988 seats 2
